HAUPTNR,JAHR,URHAUPTNR,SPRCODE,GESCHLECHT,AUSSTELLUNGEN,EVENTS,PER2OR1ANCES,LITERATUR,RATING,PLZ
9925793,1871,4022825,1,1,150,0,0,274,5,4000
9924130,1965,4000072,1,1,256,0,0,385,5,3000
9943829,1977,4000299,1,1,81,0,0,87,4,3000
9925851,1880,4022825,1,1,150,0,0,274,5,4000
9932496,1955,4000260,1,1,40,0,0,80,3,7166
9936169,1976,4000614,1,2,48,0,0,27,3,8000
9926407,1975,4001566,1,1,77,0,0,76,3,8400
9939928,1927,4000040,1,1,52,1,0,80,5,1000
9939928,1927,4000040,1,1,52,1,0,80,5,8267
9939934,1937,4000040,1,1,52,1,0,80,5,1000
9939934,1937,4000040,1,1,52,1,0,80,5,8267
9951506,1831,4022905,2,1,12,0,0,28,5,75015
9951506,1831,4022905,2,1,12,0,0,28,5,2400
9951506,1831,4022905,2,1,12,0,0,28,5,75000
9949349,1936,4002019,1,1,31,0,0,29,3,8000
9949349,1936,4002019,1,1,31,0,0,29,3,6600
9923704,1835,4022822,2,1,43,0,0,95,4,1200
9923731,1971,4000319,1,1,195,0,0,227,4,6000
9951489,1950,4005574,1,1,125,0,0,126,5,8636
9951489,1950,4005574,1,1,125,0,0,126,5,1227
9951489,1950,4005574,1,1,125,0,0,126,5,9044
9923742,1835,4022822,2,1,43,0,0,95,4,1200
9923770,1843,4022822,2,1,43,0,0,95,4,1200
9923784,1989,4003012,2,1,108,0,0,63,3,2000
9938857,1932,4000040,1,1,52,1,0,80,5,1000
9938857,1932,4000040,1,1,52,1,0,80,5,8267
9949427,1941,4002019,1,1,31,0,0,29,3,8000
9949427,1941,4002019,1,1,31,0,0,29,3,6600
9940280,1932,4000040,1,1,52,1,0,80,5,1000
9940280,1932,4000040,1,1,52,1,0,80,5,8267
9948183,1918,4000050,2,1,64,0,0,82,3,1071
9948183,1918,4000050,2,1,64,0,0,82,3,8000
9949431,1938,4002019,1,1,31,0,0,29,3,8000
9949431,1938,4002019,1,1,31,0,0,29,3,6600
9949442,1939,4002019,1,1,31,0,0,29,3,8000
9949442,1939,4002019,1,1,31,0,0,29,3,6600
9943019,1934,4005565,1,1,8,0,0,42,3,9500
9943019,1934,4005565,1,1,8,0,0,42,3,4347
9943019,1934,4005565,1,1,8,0,0,42,3,9630
9934679,1955,4000419,2,1,30,0,0,51,3,1950
9934679,1955,4000419,2,1,30,0,0,51,3,1200
9940349,1934,4000040,1,1,52,1,0,80,5,1000
9940349,1934,4000040,1,1,52,1,0,80,5,8267
9951368,1943,4005574,1,1,125,0,0,126,5,8636
9951368,1943,4005574,1,1,125,0,0,126,5,1227
9951368,1943,4005574,1,1,125,0,0,126,5,9044
9955692,1667,4023531,1,1,0,0,0,5,3,3232
9955692,1667,4023531,1,1,0,0,0,5,3,8840
9955692,1667,4023531,1,1,0,0,0,5,3,9434
9955473,1920,4023391,1,1,11,2,0,17,3,8000
9955444,1955,4023391,1,1,11,2,0,17,3,8000
9955454,0,4023391,1,1,11,2,0,17,3,8000
9958270,1948,4023416,1,1,36,0,0,42,3,4000
9960188,1922,4022749,1,1,62,0,0,77,4,8816
9960188,1922,4022749,1,1,62,0,0,77,4,8000
9960188,1922,4022749,1,1,62,0,0,77,4,8000
9951256,1957,4005574,1,1,125,0,0,126,5,8636
9951256,1957,4005574,1,1,125,0,0,126,5,1227
9951256,1957,4005574,1,1,125,0,0,126,5,9044
9951273,1939,4005574,1,1,125,0,0,126,5,8636
9951273,1939,4005574,1,1,125,0,0,126,5,1227
9951273,1939,4005574,1,1,125,0,0,126,5,9044
9951285,1943,4005574,1,1,125,0,0,126,5,8636
9951285,1943,4005574,1,1,125,0,0,126,5,1227
9951285,1943,4005574,1,1,125,0,0,126,5,9044
9956879,1786,4022917,1,1,14,0,0,33,3,8000
9958219,1924,4023416,1,1,36,0,0,42,3,4000
9958295,1919,4023416,1,1,36,0,0,42,3,4000
9958299,1942,4023416,1,1,36,0,0,42,3,4000
9957308,1797,4022917,1,1,14,0,0,33,3,8000
9968568,1831,4025431,1,1,3,0,0,5,3,8000
9968568,1831,4025431,1,1,3,0,0,5,3,4000
9968568,1831,4025431,1,1,3,0,0,5,3,8458
9959971,0,4022749,1,1,62,0,0,77,4,8816
9959971,0,4022749,1,1,62,0,0,77,4,8000
9959971,0,4022749,1,1,62,0,0,77,4,8000
9961008,0,4022749,1,1,62,0,0,77,4,8816
9961008,0,4022749,1,1,62,0,0,77,4,8000
9961008,0,4022749,1,1,62,0,0,77,4,8000
9960788,1976,4000777,2,1,24,0,0,31,3,9500
9960788,1976,4000777,2,1,24,0,0,31,3,1200
9960788,1976,4000777,2,1,24,0,0,31,3,4347
9960788,1976,4000777,2,1,24,0,0,31,3,6062
9957883,1663,4023345,1,1,6,0,0,16,4,3000
9957883,1663,4023345,1,1,6,0,0,16,4,5200
9957883,1663,4023345,1,1,6,0,0,16,4,9434
9968361,1686,4023091,1,1,9,0,0,22,4,4000
9968361,1686,4023091,1,1,9,0,0,22,4,9434
9957911,1653,4023345,1,1,6,0,0,16,4,3000
9957911,1653,4023345,1,1,6,0,0,16,4,5200
9957911,1653,4023345,1,1,6,0,0,16,4,9434
9957923,1653,4023345,1,1,6,0,0,16,4,3000
9957923,1653,4023345,1,1,6,0,0,16,4,5200
9957923,1653,4023345,1,1,6,0,0,16,4,9434
9960751,1954,4000777,2,1,24,0,0,31,3,9500
9960751,1954,4000777,2,1,24,0,0,31,3,1200
9960751,1954,4000777,2,1,24,0,0,31,3,4347
9960751,1954,4000777,2,1,24,0,0,31,3,6062
9956795,1784,4022917,1,1,14,0,0,33,3,8000
9960715,1986,4000777,2,1,24,0,0,31,3,9500
9960715,1986,4000777,2,1,24,0,0,31,3,1200
9960715,1986,4000777,2,1,24,0,0,31,3,4347
9960715,1986,4000777,2,1,24,0,0,31,3,6062
9956800,1787,4022917,1,1,14,0,0,33,3,8000
9948501,1943,4000050,2,1,64,0,0,82,3,1071
9948501,1943,4000050,2,1,64,0,0,82,3,8000
9968490,1808,4025431,1,1,3,0,0,5,3,8000
9968490,1808,4025431,1,1,3,0,0,5,3,4000
9968490,1808,4025431,1,1,3,0,0,5,3,8458
9961991,1925,4000056,1,1,36,0,0,47,3,4632
9961991,1925,4000056,1,1,36,0,0,47,3,8303
9961991,1925,4000056,1,1,36,0,0,47,3,8458
9961991,1925,4000056,1,1,36,0,0,47,3,8491
9967577,1930,4000887,1,1,30,0,0,45,3,4000
9971669,1945,4023399,1,1,32,0,0,44,3,8000
9974463,1888,4022921,1,1,10,0,0,20,3,8000
9974463,1888,4022921,1,1,10,0,0,20,3,9056
9967535,1943,4000887,1,1,30,0,0,45,3,4000
9967539,1890,4022921,1,1,10,0,0,20,3,8000
9967539,1890,4022921,1,1,10,0,0,20,3,9056
9971107,1910,4001031,1,1,52,0,0,62,3,9500
9971107,1910,4001031,1,1,52,0,0,62,3,4347
9971107,1910,4001031,1,1,52,0,0,62,3,8610
9971107,1910,4001031,1,1,52,0,0,62,3,8800
9974513,0,4023147,1,1,12,0,1,51,4,8000
9968344,1735,4023091,1,1,9,0,0,22,4,4000
9968344,1735,4023091,1,1,9,0,0,22,4,9434
9972548,1938,4005477,1,1,27,0,0,34,3,9000
9972548,1938,4005477,1,1,27,0,0,34,3,2942
9972548,1938,4005477,1,1,27,0,0,34,3,9042
9967843,1894,4022921,1,1,10,0,0,20,3,8000
9967843,1894,4022921,1,1,10,0,0,20,3,9056
9974865,1910,4022921,1,1,10,0,0,20,3,8000
9974865,1910,4022921,1,1,10,0,0,20,3,9056
9983047,0,4022822,2,1,43,0,0,95,4,1200
9969034,1943,4022749,1,1,62,0,0,77,4,8816
9969034,1943,4022749,1,1,62,0,0,77,4,8000
9969034,1943,4022749,1,1,62,0,0,77,4,8000
9976755,1834,4022822,2,1,43,0,0,95,4,1200
9978389,1837,4022822,2,1,43,0,0,95,4,1200
9982025,0,4022822,2,1,43,0,0,95,4,1200
9982382,0,4022822,2,1,43,0,0,95,4,1200
9989469,0,4022822,2,1,43,0,0,95,4,1200
9974535,0,4023147,1,1,12,0,1,51,4,8000
9975791,0,4022822,2,1,43,0,0,95,4,1200
9975026,1991,4003012,2,1,108,0,0,63,3,2000
9981646,0,4022822,2,1,43,0,0,95,4,1200
9970327,1930,4022749,1,1,62,0,0,77,4,8816
9970327,1930,4022749,1,1,62,0,0,77,4,8000
9970327,1930,4022749,1,1,62,0,0,77,4,8000
9981865,1833,4022822,2,1,43,0,0,95,4,1200
9987160,1978,4001084,2,1,48,0,0,61,3,1000
9987160,1978,4001084,2,1,48,0,0,61,3,9434
9999751,1946,4000071,1,1,74,0,0,83,4,6654
9999751,1946,4000071,1,1,74,0,0,83,4,3000
9974722,1908,4022921,1,1,10,0,0,20,3,8000
9974722,1908,4022921,1,1,10,0,0,20,3,9056
9976020,1982,4000319,1,1,195,0,0,227,4,6000
9976037,1985,4000319,1,1,195,0,0,227,4,6000
9980858,1973,4001297,1,1,41,0,0,57,3,8000
9980858,1973,4001297,1,1,41,0,0,57,3,8400
9997163,1966,4002296,2,1,189,0,0,177,4,3000
9997163,1966,4002296,2,1,189,0,0,177,4,3000
9997189,1924,4023406,1,1,29,0,0,41,3,4112
9997189,1924,4023406,1,1,29,0,0,41,3,3400
9997189,1924,4023406,1,1,29,0,0,41,3,8458
9997189,1924,4023406,1,1,29,0,0,41,3,5736
9997648,1924,4023402,1,1,48,0,0,62,4,4000
9996933,1848,4023132,2,1,7,0,0,15,3,2000
10008234,1984,4000072,1,1,256,0,0,385,5,3000
9985154,1845,4022822,2,1,43,0,0,95,4,1200
9997396,1945,4000323,1,1,43,0,0,42,3,3000
9998646,1824,4026090,1,1,6,0,0,16,3,9500
9998646,1824,4026090,1,1,6,0,0,16,3,4347
9998646,1824,4026090,1,1,6,0,0,16,3,9064
9998646,1824,4026090,1,1,6,0,0,16,3,9036
9998646,1824,4026090,1,1,6,0,0,16,3,8504
9999427,1968,4002398,1,1,58,0,0,65,3,8400
9999427,1968,4002398,1,1,58,0,0,65,3,4665
10003106,1934,4001204,3,1,33,0,0,41,3,4000
10003106,1934,4001204,3,1,33,0,0,41,3,6900
10003106,1934,4001204,3,1,33,0,0,41,3,31057
10004377,1925,4000071,1,1,74,0,0,83,4,6654
10004377,1925,4000071,1,1,74,0,0,83,4,3000
10006043,0,4022938,3,1,5,0,0,19,4,6914
10010212,1922,4023469,2,1,17,0,0,28,3,1325
10010212,1922,4023469,2,1,17,0,0,28,3,1000
10010212,1922,4023469,2,1,17,0,0,28,3,9434
10005253,1907,4022753,1,1,32,0,0,32,3,8712
10005253,1907,4022753,1,1,32,0,0,32,3,8703
10011012,1891,4003676,3,1,49,0,0,53,4,6950
10011012,1891,4003676,3,1,49,0,0,53,4,6900
10015386,1800,4022879,2,1,7,0,0,14,4,75015
10015386,1800,4022879,2,1,7,0,0,14,4,1430
10015386,1800,4022879,2,1,7,0,0,14,4,1110
10015386,1800,4022879,2,1,7,0,0,14,4,75000
10005499,1975,4022753,1,1,32,0,0,32,3,8712
10005499,1975,4022753,1,1,32,0,0,32,3,8703
13053734,1969,4000188,1,2,146,0,0,277,4,4800
13053734,1969,4000188,1,2,146,0,0,277,4,14600
10011065,1894,4003676,3,1,49,0,0,53,4,6950
10011065,1894,4003676,3,1,49,0,0,53,4,6900
10019712,1929,4002436,1,1,25,0,0,35,3,4000
10010113,1912,4023217,1,1,8,0,0,17,3,6000
10009830,1767,4022942,1,1,17,0,0,63,4,6000
10009830,1767,4022942,1,1,17,0,0,63,4,9434
10009835,1809,4022942,1,1,17,0,0,63,4,6000
10009835,1809,4022942,1,1,17,0,0,63,4,9434
10009872,1792,4022942,1,1,17,0,0,63,4,6000
10009872,1792,4022942,1,1,17,0,0,63,4,9434
10009883,1788,4022942,1,1,17,0,0,63,4,6000
10009883,1788,4022942,1,1,17,0,0,63,4,9434
10023786,1974,4001464,1,1,84,0,0,76,3,3000
10023786,1974,4001464,1,1,84,0,0,76,3,4415
10023786,1974,4001464,1,1,84,0,0,76,3,6005
10023786,1974,4001464,1,1,84,0,0,76,3,9434
10023786,1974,4001464,1,1,84,0,0,76,3,3274
10014353,1990,4005207,1,1,142,1,18,130,4,8000
10021927,1959,4001448,3,1,10,0,0,16,3,6500
10021927,1959,4001448,3,1,10,0,0,16,3,5600
10021936,1945,4001448,3,1,10,0,0,16,3,6500
10021936,1945,4001448,3,1,10,0,0,16,3,5600
10023970,1741,4023272,1,1,6,0,0,11,3,8200
10023970,1741,4023272,1,1,6,0,0,11,3,9434
10023753,1976,4001464,1,1,84,0,0,76,3,3000
10023753,1976,4001464,1,1,84,0,0,76,3,4415
10023753,1976,4001464,1,1,84,0,0,76,3,6005
10023753,1976,4001464,1,1,84,0,0,76,3,9434
10023753,1976,4001464,1,1,84,0,0,76,3,3274
10019120,1806,4022837,2,1,15,0,0,40,5,1200
10022241,1898,4025566,3,1,34,0,0,41,3,6500
10022241,1898,4025566,3,1,34,0,0,41,3,6512
10022211,1898,4025566,3,1,34,0,0,41,3,6500
10022211,1898,4025566,3,1,34,0,0,41,3,6512
10034673,1925,4023428,1,1,31,0,0,45,3,4000
10034703,1931,4023428,1,1,31,0,0,45,3,4000
10043745,0,4022846,1,1,24,0,0,59,4,4000
12734728,1959,4000188,1,2,146,0,0,277,4,4800
12734728,1959,4000188,1,2,146,0,0,277,4,14600
10061229,1921,4023429,2,1,90,0,0,129,4,1200
10061229,1921,4023429,2,1,90,0,0,129,4,1232
10060980,1907,4023429,2,1,90,0,0,129,4,1200
10060980,1907,4023429,2,1,90,0,0,129,4,1232
10052048,1945,4023424,1,1,18,0,0,37,3,8000
10052057,1945,4023424,1,1,18,0,0,37,3,8000
10051679,1904,4023424,1,1,18,0,0,37,3,8000
10051693,1904,4023424,1,1,18,0,0,37,3,8000
10062440,1909,4023429,2,1,90,0,0,129,4,1200
10062440,1909,4023429,2,1,90,0,0,129,4,1232
10062484,1906,4023429,2,1,90,0,0,129,4,1200
10062484,1906,4023429,2,1,90,0,0,129,4,1232
10062014,1911,4023429,2,1,90,0,0,129,4,1200
10062014,1911,4023429,2,1,90,0,0,129,4,1232
13785709,1965,4000766,1,1,145,0,1,162,4,8000
10061912,1925,4023429,2,1,90,0,0,129,4,1200
10061912,1925,4023429,2,1,90,0,0,129,4,1232
14092299,1864,4023201,1,1,5,0,0,11,3,4000
10061618,1913,4023429,2,1,90,0,0,129,4,1200
10061618,1913,4023429,2,1,90,0,0,129,4,1232
10064346,1912,4023429,2,1,90,0,0,129,4,1200
10064346,1912,4023429,2,1,90,0,0,129,4,1232
10073338,1938,4023477,1,1,24,0,0,30,3,5000
10073338,1938,4023477,1,1,24,0,0,30,3,9434
12511584,1925,4023402,1,1,48,0,0,62,4,4000
10073239,1908,4023477,1,1,24,0,0,30,3,5000
10073239,1908,4023477,1,1,24,0,0,30,3,9434
10073138,1906,4023477,1,1,24,0,0,30,3,5000
10073138,1906,4023477,1,1,24,0,0,30,3,9434
10120543,1946,4000066,1,1,62,0,0,82,4,6000
10121545,1931,4000066,1,1,62,0,0,82,4,6000
10120526,1921,4000066,1,1,62,0,0,82,4,6000
10126707,1927,4000067,1,1,68,0,0,88,4,8000
10126707,1927,4000067,1,1,68,0,0,88,4,8458
10126717,1910,4000067,1,1,68,0,0,88,4,8000
10126717,1910,4000067,1,1,68,0,0,88,4,8458
10128221,1910,4000067,1,1,68,0,0,88,4,8000
10128221,1910,4000067,1,1,68,0,0,88,4,8458
10129551,1926,4000067,1,1,68,0,0,88,4,8000
10129551,1926,4000067,1,1,68,0,0,88,4,8458
10123121,1916,4000067,1,1,68,0,0,88,4,8000
10123121,1916,4000067,1,1,68,0,0,88,4,8458
10127506,1913,4000067,1,1,68,0,0,88,4,8000
10127506,1913,4000067,1,1,68,0,0,88,4,8458
10124580,1913,4000067,1,1,68,0,0,88,4,8000
10124580,1913,4000067,1,1,68,0,0,88,4,8458
10123306,1921,4000066,1,1,62,0,0,82,4,6000
10123327,1921,4000066,1,1,62,0,0,82,4,6000
10126879,1922,4000067,1,1,68,0,0,88,4,8000
10126879,1922,4000067,1,1,68,0,0,88,4,8458
10127009,1909,4000067,1,1,68,0,0,88,4,8000
10127009,1909,4000067,1,1,68,0,0,88,4,8458
10129216,1917,4000067,1,1,68,0,0,88,4,8000
10129216,1917,4000067,1,1,68,0,0,88,4,8458
10128191,1924,4000067,1,1,68,0,0,88,4,8000
10128191,1924,4000067,1,1,68,0,0,88,4,8458
10124833,1927,4000067,1,1,68,0,0,88,4,8000
10124833,1927,4000067,1,1,68,0,0,88,4,8458
10152771,1944,4000602,1,1,40,0,0,51,4,3000
10152771,1944,4000602,1,1,40,0,0,51,4,8000
10158332,1979,4000602,1,1,40,0,0,51,4,3000
10158332,1979,4000602,1,1,40,0,0,51,4,8000
10152274,1933,4000602,1,1,40,0,0,51,4,3000
10152274,1933,4000602,1,1,40,0,0,51,4,8000
10151377,1931,4000602,1,1,40,0,0,51,4,3000
10151377,1931,4000602,1,1,40,0,0,51,4,8000
10151394,1931,4000602,1,1,40,0,0,51,4,3000
10151394,1931,4000602,1,1,40,0,0,51,4,8000
10154557,1957,4000602,1,1,40,0,0,51,4,3000
10154557,1957,4000602,1,1,40,0,0,51,4,8000
10158076,1979,4000602,1,1,40,0,0,51,4,3000
10158076,1979,4000602,1,1,40,0,0,51,4,8000
10158631,1979,4000602,1,1,40,0,0,51,4,3000
10158631,1979,4000602,1,1,40,0,0,51,4,8000
10153584,1948,4000602,1,1,40,0,0,51,4,3000
10153584,1948,4000602,1,1,40,0,0,51,4,8000
10155387,1961,4000602,1,1,40,0,0,51,4,3000
10155387,1961,4000602,1,1,40,0,0,51,4,8000
10155734,1965,4000602,1,1,40,0,0,51,4,3000
10155734,1965,4000602,1,1,40,0,0,51,4,8000
10153717,1952,4000602,1,1,40,0,0,51,4,3000
10153717,1952,4000602,1,1,40,0,0,51,4,8000
10153721,1952,4000602,1,1,40,0,0,51,4,3000
10153721,1952,4000602,1,1,40,0,0,51,4,8000
10172750,1881,4022825,1,1,150,0,0,274,5,4000
10157537,1972,4000602,1,1,40,0,0,51,4,3000
10157537,1972,4000602,1,1,40,0,0,51,4,8000
10169318,1895,4022825,1,1,150,0,0,274,5,4000
10169425,1874,4022825,1,1,150,0,0,274,5,4000
10169188,1863,4022825,1,1,150,0,0,274,5,4000
10175090,1841,4022825,1,1,150,0,0,274,5,4000
10170650,1877,4022825,1,1,150,0,0,274,5,4000
10170588,1856,4022825,1,1,150,0,0,274,5,4000
10170712,1883,4022825,1,1,150,0,0,274,5,4000
10203933,1915,4023429,2,1,90,0,0,129,4,1200
10203933,1915,4023429,2,1,90,0,0,129,4,1232
10208778,1922,4023406,1,1,29,0,0,41,3,4112
10208778,1922,4023406,1,1,29,0,0,41,3,3400
10208778,1922,4023406,1,1,29,0,0,41,3,8458
10208778,1922,4023406,1,1,29,0,0,41,3,5736
10223025,1920,4023416,1,1,36,0,0,42,3,4000
13720889,1994,4022382,1,2,149,1,0,123,4,6300
12773462,1979,4000174,1,1,17,0,0,21,3,8400
10246317,1993,4005259,1,1,45,1,0,44,3,8000
14092419,1924,4002436,1,1,25,0,0,35,3,4000
10283820,1999,4003012,2,1,108,0,0,63,3,2000
10251459,1979,4000602,1,1,40,0,0,51,4,3000
10251459,1979,4000602,1,1,40,0,0,51,4,8000
10296779,1953,4002535,3,1,26,0,0,29,3,6648
10348511,0,4022875,2,1,30,0,0,62,4,75015
10348511,0,4022875,2,1,30,0,0,62,4,1510
10348511,0,4022875,2,1,30,0,0,62,4,75000
10303354,0,4022823,2,1,40,0,0,75,4,1000
10303354,0,4022823,2,1,40,0,0,75,4,1180
10303354,0,4022823,2,1,40,0,0,75,4,9434
12738298,1953,4000188,1,2,146,0,0,277,4,4800
12738298,1953,4000188,1,2,146,0,0,277,4,14600
12849674,1945,4023605,1,1,5,0,0,11,3,9500
12849674,1945,4023605,1,1,5,0,0,11,3,4347
12849674,1945,4023605,1,1,5,0,0,11,3,8625
12849674,1945,4023605,1,1,5,0,0,11,3,9434
12849674,1945,4023605,1,1,5,0,0,11,3,8625
10296796,1962,4002535,3,1,26,0,0,29,3,6648
10264896,1918,4001988,1,1,14,0,0,34,3,4000
10264921,1917,4001988,1,1,14,0,0,34,3,4000
10265085,1918,4001988,1,1,14,0,0,34,3,4000
10264976,1918,4001988,1,1,14,0,0,34,3,4000
10264880,1918,4001988,1,1,14,0,0,34,3,4000
10247082,0,4000030,2,1,62,0,0,94,4,2500
10247082,0,4000030,2,1,62,0,0,94,4,1288
10317601,1975,4002109,3,1,30,0,0,32,3,6500
10317601,1975,4002109,3,1,30,0,0,32,3,6850
10317610,1959,4002109,3,1,30,0,0,32,3,6500
10317610,1959,4002109,3,1,30,0,0,32,3,6850
11709861,1974,4002019,1,1,31,0,0,29,3,8000
11709861,1974,4002019,1,1,31,0,0,29,3,6600
10303172,0,4022823,2,1,40,0,0,75,4,1000
10303172,0,4022823,2,1,40,0,0,75,4,1180
10303172,0,4022823,2,1,40,0,0,75,4,9434
10303192,1930,4022823,2,1,40,0,0,75,4,1000
10303192,1930,4022823,2,1,40,0,0,75,4,1180
10303192,1930,4022823,2,1,40,0,0,75,4,9434
10303297,1930,4022823,2,1,40,0,0,75,4,1000
10303297,1930,4022823,2,1,40,0,0,75,4,1180
10303297,1930,4022823,2,1,40,0,0,75,4,9434
10316390,1874,4022999,1,1,3,0,0,7,4,8330
10316390,1874,4022999,1,1,3,0,0,7,4,8330
10316390,1874,4022999,1,1,3,0,0,7,4,8000
10316390,1874,4022999,1,1,3,0,0,7,4,8808
10303303,1892,4022823,2,1,40,0,0,75,4,1000
10303303,1892,4022823,2,1,40,0,0,75,4,1180
10303303,1892,4022823,2,1,40,0,0,75,4,9434
12827707,1968,4001464,1,1,84,0,0,76,3,3000
12827707,1968,4001464,1,1,84,0,0,76,3,4415
12827707,1968,4001464,1,1,84,0,0,76,3,6005
12827707,1968,4001464,1,1,84,0,0,76,3,9434
12827707,1968,4001464,1,1,84,0,0,76,3,3274
10348566,1868,4022875,2,1,30,0,0,62,4,75015
10348566,1868,4022875,2,1,30,0,0,62,4,1510
10348566,1868,4022875,2,1,30,0,0,62,4,75000
12692120,1933,4000323,1,1,43,0,0,42,3,3000
13250000,1954,4000188,1,2,146,0,0,277,4,4800
13250000,1954,4000188,1,2,146,0,0,277,4,14600
10308625,1921,4022870,2,1,17,0,0,36,4,75015
10308625,1921,4022870,2,1,17,0,0,36,4,1000
10308625,1921,4022870,2,1,17,0,0,36,4,9434
10308625,1921,4022870,2,1,17,0,0,36,4,75000
10308640,1913,4022870,2,1,17,0,0,36,4,75015
10308640,1913,4022870,2,1,17,0,0,36,4,1000
10308640,1913,4022870,2,1,17,0,0,36,4,9434
10308640,1913,4022870,2,1,17,0,0,36,4,75000
10308694,1908,4022870,2,1,17,0,0,36,4,75015
10308694,1908,4022870,2,1,17,0,0,36,4,1000
10308694,1908,4022870,2,1,17,0,0,36,4,9434
10308694,1908,4022870,2,1,17,0,0,36,4,75000
13818901,0,4022823,2,1,40,0,0,75,4,1000
13818901,0,4022823,2,1,40,0,0,75,4,1180
13818901,0,4022823,2,1,40,0,0,75,4,9434
10308663,1912,4022870,2,1,17,0,0,36,4,75015
10308663,1912,4022870,2,1,17,0,0,36,4,1000
10308663,1912,4022870,2,1,17,0,0,36,4,9434
10308663,1912,4022870,2,1,17,0,0,36,4,75000
11928092,1999,4000350,1,1,20,0,0,11,3,7000
6013363,1914,4022828,1,1,103,0,0,164,4,3800
6013363,1914,4022828,1,1,103,0,0,164,4,3400
6013363,1914,4022828,1,1,103,0,0,164,4,8458
6013363,1914,4022828,1,1,103,0,0,164,4,5736
10372958,1521,4022924,1,1,30,0,0,71,4,8000
10372958,1521,4022924,1,1,30,0,0,71,4,6313
10332535,1795,4002471,2,1,7,0,0,19,3,75015
10332535,1795,4002471,2,1,7,0,0,19,3,1180
10332535,1795,4002471,2,1,7,0,0,19,3,75000
6013176,1925,4023384,2,1,33,0,0,50,4,1000
6013176,1925,4023384,2,1,33,0,0,50,4,9434
6013180,1926,4023384,2,1,33,0,0,50,4,1000
6013180,1926,4023384,2,1,33,0,0,50,4,9434
13061107,1849,13088838,2,1,0,0,0,0,0,75015
13061107,1849,13088838,2,1,0,0,0,0,0,75000
10396489,1998,4000533,1,1,57,0,0,54,4,8000
10398751,1915,4003676,3,1,49,0,0,53,4,6950
10398751,1915,4003676,3,1,49,0,0,53,4,6900
10390385,1936,4000030,2,1,62,0,0,94,4,2500
10390385,1936,4000030,2,1,62,0,0,94,4,1288
10396531,1998,4000533,1,1,57,0,0,54,4,8000
10391043,1923,4023428,1,1,31,0,0,45,3,4000
10425066,1944,4000066,1,1,62,0,0,82,4,6000
13834794,1983,4001464,1,1,84,0,0,76,3,3000
13834794,1983,4001464,1,1,84,0,0,76,3,4415
13834794,1983,4001464,1,1,84,0,0,76,3,6005
13834794,1983,4001464,1,1,84,0,0,76,3,9434
13834794,1983,4001464,1,1,84,0,0,76,3,3274
13959204,1935,4000040,1,1,52,1,0,80,5,1000
13959204,1935,4000040,1,1,52,1,0,80,5,8267
10622885,1913,4000067,1,1,68,0,0,88,4,8000
10622885,1913,4000067,1,1,68,0,0,88,4,8458
10622950,1905,4000067,1,1,68,0,0,88,4,8000
10622950,1905,4000067,1,1,68,0,0,88,4,8458
10396170,1999,4022382,1,2,149,1,0,123,4,6300
10676042,1953,4000066,1,1,62,0,0,82,4,6000
10626847,1910,4022828,1,1,103,0,0,164,4,3800
10626847,1910,4022828,1,1,103,0,0,164,4,3400
10626847,1910,4022828,1,1,103,0,0,164,4,8458
10626847,1910,4022828,1,1,103,0,0,164,4,5736
10626869,1915,4022828,1,1,103,0,0,164,4,3800
10626869,1915,4022828,1,1,103,0,0,164,4,3400
10626869,1915,4022828,1,1,103,0,0,164,4,8458
10626869,1915,4022828,1,1,103,0,0,164,4,5736
10491698,1953,4000928,1,1,75,0,0,86,4,7000
10491917,1964,4000928,1,1,75,0,0,86,4,7000
10491948,1999,4000928,1,1,75,0,0,86,4,7000
10456185,1926,4000040,1,1,52,1,0,80,5,1000
10456185,1926,4000040,1,1,52,1,0,80,5,8267
10456264,1970,4000260,1,1,40,0,0,80,3,7166
10396838,1995,4001469,1,1,35,0,0,44,3,8000
10396838,1995,4001469,1,1,35,0,0,44,3,4000
10396927,2001,10018824,1,1,59,0,0,71,3,8000
13835172,1990,4001464,1,1,84,0,0,76,3,3000
13835172,1990,4001464,1,1,84,0,0,76,3,4415
13835172,1990,4001464,1,1,84,0,0,76,3,6005
13835172,1990,4001464,1,1,84,0,0,76,3,9434
13835172,1990,4001464,1,1,84,0,0,76,3,3274
10899993,1778,4022917,1,1,14,0,0,33,3,8000
10531741,1998,4021179,1,2,33,0,0,43,3,6215
10531741,1998,4021179,1,2,33,0,0,43,3,4400
10688772,1997,10664091,1,1,0,0,0,0,0,7614
10688782,1997,10664091,1,1,0,0,0,0,0,7614
10902493,2002,4001117,1,1,80,0,0,48,3,8000
10688761,1991,10664091,1,1,0,0,0,0,0,7614
13818522,1867,4022827,1,1,65,0,0,107,4,6440
13818522,1867,4022827,1,1,65,0,0,107,4,4532
10688811,1993,10664091,1,1,0,0,0,0,0,7614
10689020,1993,10664091,1,1,0,0,0,0,0,7614
10684733,1930,4023384,2,1,33,0,0,50,4,1000
10684733,1930,4023384,2,1,33,0,0,50,4,9434
10497041,1964,4000928,1,1,75,0,0,86,4,7000
10497263,1960,4000928,1,1,75,0,0,86,4,7000
10495986,1989,4000928,1,1,75,0,0,86,4,7000
10748886,1946,4001125,1,1,62,0,0,53,3,9000
10748886,1946,4001125,1,1,62,0,0,53,3,9050
